,name,allegiance,season,episode,location,killer,killers_house,method,death_no
998,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,999
999,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1000
1000,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1001
1001,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1002
1002,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1003
1003,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1004
1004,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1005
1005,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1006
1006,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1007
1007,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1008
1008,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1009
1009,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1010
1010,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1011
1011,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1012
1012,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1013
1013,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1014
1014,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1015
1015,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1016
1016,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1017
1017,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1018
1018,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1019
1019,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1020
1020,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1021
1021,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1022
1022,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1023
1023,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1024
1024,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1025
1025,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1026
1026,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1027
1027,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1028
1028,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1029
1029,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1030
1030,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1031
1031,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1032
1032,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1033
1033,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1034
1034,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1035
1035,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1036
1036,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1037
1037,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1038
1038,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1039
1039,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1040
1040,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1041
1041,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1042
1042,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1043
1043,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1044
1044,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1045
1045,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1046
1046,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1047
1047,Frey family member,House Frey,7,1,The Twins,Arya Stark,House Stark,Poison,1048
