,name,allegiance,season,episode,location,killer,killers_house,method,death_no
58,Knight,,2,1,King's Landing,"Sandor ""the Hound"" Clegane",House Lannister,Mace,59
59,The Silver,House Targaryen,2,1,Red Waste,,,Starvation,60
60,Maester Cressen,House Baratheon of Dragonstone,2,1,Dragonstone,"Melisandre ""the Red Woman"" of Asshai",Lord of Light,Poison,61
61,Barra (Baratheon illegitimate son),Smallfolk,2,1,King's Landing,Janos Slynt,Night's Watch,Knife,62
62,Robert Baratheon's illegitimate son,Smallfolk,2,1,King's Landing,City watch guard,House Lannister,Knife,63
63,Robert Baratheon's illegitimate son,Smallfolk,2,1,King's Landing,City watch guard,House Lannister,Water,64
64,Robert Baratheon's illegitimate son,Smallfolk,2,1,King's Landing,City watch guard,House Lannister,Unknown,65
65,Rakharo,House Targaryen,2,2,Red Waste,Rival Dothraki,Dothraki,Unknown,66
66,Lannister soldier,House Lannister,2,3,Riverlands,Yoren,Night's Watch,Sword,67
67,Lannister soldier,House Lannister,2,3,Riverlands,Yoren,Night's Watch,Sword,68
68,Lannister soldier,House Lannister,2,3,Riverlands,Yoren,Night's Watch,Sword,69
69,Lannister soldier,House Lannister,2,3,Riverlands,Yoren,Night's Watch,Sword,70
70,Lannister soldier,House Lannister,2,3,Riverlands,Yoren,Night's Watch,Sword,71
71,Yoren,Night's Watch,2,3,Riverlands,Amory Lorch,House Lannister,Sword,72
72,Night's Watch recruit,Night's Watch,2,3,Riverlands,Lannister soldier,House Lannister,Spear,73
73,Lommy Greenhands,Smallfolk,2,3,Riverlands,Polliver,House Baratheon of King's Landing,Sword,74
74,Rennick,House Lannister,2,4,Oxcross,Grey Wind,House Stark,Teeth,75
75,Lannister soldier,House Lannister,2,4,Oxcross,Grey Wind,House Stark,Teeth,76
76,Prisoner,,2,4,Harrenhal,The Tickler,House Clegane,Rat,77
77,Renly Baratheon,House Baratheon of Storm's End,2,5,Storm's End,"Melisandre ""the Red Woman"" of Asshai",Lord of Light,Shadow Demon,78
78,Baratheon of Storm's End guard,House Baratheon of Storm's End,2,5,Storm's End,Brienne of Tarth,House Tarth,Sword,79
79,Baratheon of Storm's End guard,House Baratheon of Storm's End,2,5,Storm's End,Brienne of Tarth,House Tarth,Sword,80
80,The Tickler,House Clegane,2,5,Harrenhal,Jaqen H'ghar,Faceless Men,Unknown,81
81,Rodrik Cassel,House Stark,2,6,Winterfell,Theon Greyjoy,House Bolton,Sword,82
82,Wildling,Free Folk,2,6,Beyond the Wall,Night's Watch brother,Night's Watch,Arrow,83
83,Wildling,Free Folk,2,6,Beyond the Wall,Qhorin Halfhand,Night's Watch,Sword,84
84,High Septon,Faith of the Seven,2,6,King's Landing,Peasants,,Hands,85
85,Peasant,Smallfolk,2,6,King's Landing,"Sandor ""the Hound"" Clegane",House Lannister,Sword,86
86,Peasant,Smallfolk,2,6,King's Landing,"Sandor ""the Hound"" Clegane",House Lannister,Sword,87
87,Peasant,Smallfolk,2,6,King's Landing,"Sandor ""the Hound"" Clegane",House Lannister,Knife,88
88,Peasant,Smallfolk,2,6,King's Landing,"Sandor ""the Hound"" Clegane",House Lannister,Knife,89
89,Peasant,Smallfolk,2,6,King's Landing,"Sandor ""the Hound"" Clegane",House Lannister,Knife,90
90,Amory Lorch,House Lannister,2,6,Harrenhal,Jaqen H'ghar,Faceless Men,Poison dart,91
91,Drennan,House Greyjoy,2,6,Winterfell,Osha,House Stark,Knife,92
92,Irri,House Targaryen,2,6,Qarth,Unknown,Unknown,Unknown,93
93,Alton Lannister,House Lannister,2,7,Robb Stark's camp,Jaime Lannister,House Lannister,Hands,94
94,Torrhen Karstark,House Stark,2,7,Robb Stark's camp,Jaime Lannister,House Lannister,Hands,95
95,The Spice King,The Thirteen,2,7,Qarth,Pyat Pree,Warlocks of Qarth,Knife,96
96,The Silk King,The Thirteen,2,7,Qarth,Pyat Pree,Warlocks of Qarth,Knife,97
97,The Copper King,The Thirteen,2,7,Qarth,Pyat Pree,Warlocks of Qarth,Knife,98
